candidate_id,tile_id,mask_index,score,source_tags,bbox_xyxy,local_bbox_xyxy,area,aspect,fill,circularity,expected_instances,instance_count,old_cluster_class,old_cluster_reason,mask_file
53,r4_c1,203,6.041704436952752,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[385,707,394,721]","[172,23,181,37]",82.0,1.5555555555555556,0.6507936507936508,0.4472406208235469,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r4_c1_mask_0203.png
54,r1_c5,124,6.034333750550089,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1258,191,1271,201]","[191,20,204,30]",88.0,1.3,0.676923076923077,0.5226089858523663,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0124.png
55,r3_c5,200,6.034333750550089,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1236,554,1249,564]","[169,41,182,51]",88.0,1.3,0.676923076923077,0.5226089858523663,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c5_mask_0200.png
56,r2_c3,213,6.027828015298649,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[680,418,688,432]","[40,76,48,90]",84.0,1.75,0.75,0.545235088639551,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c3_mask_0213.png
57,r2_c1,376,6.025889131648185,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[356,444,365,458]","[143,102,152,116]",83.0,1.5555555555555556,0.6587301587301587,0.41720350439672454,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0376.png
58,r3_c2,152,6.0231819393982775,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[620,645,629,658]","[193,132,202,145]",88.0,1.4444444444444444,0.7521367521367521,0.5226089858523663,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c2_mask_0152.png
59,r3_c4,320,6.022665132286079,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[978,590,987,605]","[125,77,134,92]",95.0,1.6666666666666667,0.7037037037037037,0.47752208334564855,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c4_mask_0320.png
60,r5_c3,67,6.021856251019866,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[641,920,651,934]","[1,65,11,79]",92.0,1.4,0.6571428571428571,0.5017821599483697,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c3_mask_0067.png
61,r0_c2,108,6.021484664334908,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[590,152,605,160]","[163,152,178,160]",87.0,1.875,0.725,0.5166702473767713,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0108.png
62,r2_c1,194,6.021251564700894,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[265,437,274,451]","[52,95,61,109]",92.0,1.5555555555555556,0.7301587301587301,0.5017821599483697,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0194.png
63,r5_c3,142,6.01931523109397,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[697,901,712,910]","[57,46,72,55]",94.0,1.6666666666666667,0.6962962962962963,0.43684868259976417,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c3_mask_0142.png
64,r0_c4,302,6.019027084205701,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[932,6,945,15]","[79,6,92,15]",85.0,1.4444444444444444,0.7264957264957265,0.5517259825519265,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c4_mask_0302.png
65,r2_c2,216,6.017821660671904,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[476,479,489,489]","[49,137,62,147]",87.0,1.3,0.6692307692307692,0.5166702473767713,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c2_mask_0216.png
66,r3_c5,52,6.017821660671904,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1216,604,1229,614]","[149,91,162,101]",87.0,1.3,0.6692307692307692,0.5166702473767713,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c5_mask_0052.png
67,r1_c3,140,6.0164193590774575,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[656,296,669,304]","[16,125,29,133]",87.0,1.625,0.8365384615384616,0.619769979279619,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0140.png
68,r4_c3,212,6.0164193590774575,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[667,842,680,850]","[27,158,40,166]",87.0,1.625,0.8365384615384616,0.619769979279619,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r4_c3_mask_0212.png
69,r2_c1,134,6.016092407005127,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[281,403,289,417]","[68,61,76,75]",86.0,1.75,0.7678571428571429,0.5107315089011761,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0134.png
70,r4_c1,267,6.014265660916195,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[287,784,300,792]","[74,100,87,108]",86.0,1.625,0.8269230769230769,0.6126461864143361,2.0,3.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r4_c1_mask_0267.png
71,r3_c0,265,6.012111962754933,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[197,669,210,677]","[197,156,210,164]",85.0,1.625,0.8173076923076923,0.6055223935490531,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c0_mask_0265.png
72,r3_c0,305,6.009666074844692,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[150,570,163,578]","[150,57,163,65]",85.0,1.625,0.8173076923076923,0.5517259825519265,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c0_mask_0305.png
73,r3_c1,172,6.009666074844692,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[347,578,355,591]","[134,65,142,78]",85.0,1.625,0.8173076923076923,0.5517259825519265,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c1_mask_0172.png
74,r3_c3,293,6.009666074844692,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[755,619,763,632]","[115,106,123,119]",85.0,1.625,0.8173076923076923,0.5517259825519265,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c3_mask_0293.png
75,r1_c3,80,6.008232897815331,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[665,171,680,179]","[25,0,40,8]",89.0,1.875,0.7416666666666667,0.5285477243279615,2.0,3.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0080.png
76,r0_c0,22,6.007890850741095,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[126,102,135,115]","[126,102,135,115]",87.0,1.4444444444444444,0.7435897435897436,0.5166702473767713,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c0_mask_0022.png
77,r1_c1,71,6.006401395983829,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[299,241,309,254]","[86,70,96,83]",89.0,1.3,0.6846153846153846,0.5285477243279615,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c1_mask_0071.png
78,r0_c0,284,6.005650868271145,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[28,113,41,121]","[28,113,41,121]",82.0,1.625,0.7884615384615384,0.5841510149532041,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c0_mask_0284.png
79,r0_c5,322,6.003245190715824,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1116,101,1129,110]","[49,101,62,110]",84.0,1.4444444444444444,0.717948717948718,0.545235088639551,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c5_mask_0322.png
80,r0_c0,4,6.001615747897213,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[0,32,9,45]","[0,32,9,45]",90.0,1.4444444444444444,0.7692307692307693,0.5841804521138045,2.0,3.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c0_mask_0004.png
81,r5_c3,117,6.001346408178748,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[820,924,828,938]","[180,69,188,83]",85.0,1.75,0.7589285714285714,0.5047927704255811,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c3_mask_0117.png
82,r4_c2,153,6.00130957079372,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[459,828,469,841]","[32,144,42,157]",86.0,1.3,0.6615384615384615,0.5107315089011761,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r4_c2_mask_0153.png
83,r2_c2,48,5.99821223159952,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[485,403,493,416]","[58,61,66,74]",81.0,1.625,0.7788461538461539,0.5770272220879211,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c2_mask_0048.png
84,r5_c0,3,5.99821223159952,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[45,952,58,960]","[45,97,58,105]",81.0,1.625,0.7788461538461539,0.5770272220879211,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c0_mask_0003.png
85,r2_c5,143,5.996428469168822,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1146,464,1156,477]","[79,122,89,135]",88.0,1.3,0.676923076923077,0.47996554429844057,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c5_mask_0143.png
86,r4_c5,69,5.996428469168822,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1241,693,1251,706]","[174,9,184,22]",88.0,1.3,0.676923076923077,0.47996554429844057,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r4_c5_mask_0069.png
87,r1_c1,204,5.995477338327582,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[324,268,332,281]","[111,97,119,110]",87.0,1.625,0.8365384615384616,0.5166702473767713,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c1_mask_0204.png
88,r3_c0,237,5.995410432881067,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[93,643,106,651]","[93,130,106,138]",84.0,1.625,0.8076923076923077,0.545235088639551,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c0_mask_0237.png
89,r0_c4,148,5.993363866284118,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[981,142,989,156]","[128,142,136,156]",87.0,1.75,0.7767857142857143,0.4745113903859583,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c4_mask_0148.png
90,r0_c5,308,5.992599762083911,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1127,42,1140,51]","[60,42,73,51]",86.0,1.4444444444444444,0.7350427350427351,0.5107315089011761,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c5_mask_0308.png
91,r1_c0,219,5.992599762083911,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[96,224,105,237]","[96,53,105,66]",86.0,1.4444444444444444,0.7350427350427351,0.5107315089011761,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0219.png
92,r1_c3,203,5.992539610809041,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[661,195,670,209]","[21,24,30,38]",93.0,1.5555555555555556,0.7380952380952381,0.507236313860852,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0203.png
93,r5_c4,103,5.992365865106217,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[929,891,942,902]","[76,36,89,47]",88.0,1.1818181818181819,0.6153846153846154,0.47996554429844057,2.0,3.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r5_c4_mask_0103.png
94,r1_c5,64,5.987463297225947,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1195,174,1204,187]","[128,3,137,16]",83.0,1.4444444444444444,0.7094017094017094,0.5387441947271753,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0064.png
95,r2_c1,227,5.987463297225947,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[273,375,286,384]","[60,33,73,42]",83.0,1.4444444444444444,0.7094017094017094,0.5387441947271753,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0227.png
96,r3_c5,256,5.9868876098287975,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1135,627,1145,641]","[68,114,78,128]",92.0,1.4,0.6571428571428571,0.46244243860841755,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c5_mask_0256.png
97,r1_c5,38,5.986600409352368,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1168,195,1182,203]","[101,24,115,32]",84.0,1.75,0.75,0.49885403194998607,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c5_mask_0038.png
98,r2_c2,42,5.984797480915535,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[497,469,507,482]","[70,127,80,140]",85.0,1.3,0.6538461538461539,0.5047927704255811,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c2_mask_0042.png
99,r3_c5,164,5.983394012788866,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[1272,568,1280,581]","[205,55,213,68]",80.0,1.625,0.7692307692307693,0.5699034292226383,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c5_mask_0164.png
100,r1_c0,10,5.982181025754507,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[116,183,124,197]","[116,12,124,26]",91.0,1.75,0.8125,0.5906713460261801,2.0,3.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c0_mask_0010.png
101,r2_c1,316,5.982117604321429,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[226,390,234,404]","[13,48,21,62]",81.0,1.75,0.7232142857142857,0.525762406902424,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0316.png
102,r2_c4,254,5.98171250119665,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[938,427,946,440]","[85,85,93,98]",86.0,1.625,0.8269230769230769,0.5107315089011761,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c4_mask_0254.png
103,r3_c1,224,5.98115479091744,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[371,556,384,564]","[158,43,171,51]",83.0,1.625,0.7980769230769231,0.5387441947271753,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r3_c1_mask_0224.png
104,r2_c1,314,5.979749366204439,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[369,439,379,454]","[156,97,166,112]",97.0,1.5,0.6466666666666666,0.4875751798371359,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r2_c1_mask_0314.png
105,r0_c0,36,5.978469041417569,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[90,26,100,39]","[90,26,100,39]",90.0,1.3,0.6923076923076923,0.5344864628035565,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c0_mask_0036.png
106,r1_c3,211,5.977549935824676,double_area_like|elongated_double_like|old_cluster_candidate|old_cluster_explained|two_instance_hint,"[783,237,791,251]","[143,66,151,80]",89.0,1.75,0.7946428571428571,0.4854196982109229,2.0,2.0,ball_cluster,ball_cluster_explained,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r1_c3_mask_0211.png
