candidate_id,sample,tile_id,mask_index,pred_label,area,bbox_xyxy,mask_bbox_xyxy,upscaled_bbox_xyxy,tile_box_xyxy,selection_rule,shape_extent,shape_aspect,mask_intensity_mean
10118,3,r0_c1,91,real_ball,194.0,"[493, 216, 509, 232]","[66, 216, 82, 232]","[198, 649, 247, 695]","[427, 0, 853, 342]",area_shape_real_ball,0.7578125,1.0,127.96907043457031
10119,3,r2_c1,271,single_ball_background_mixed,349.0,"[432, 684, 462, 711]","[5, 0, 35, 27]","[15, 0, 105, 81]","[427, 684, 853, 1026]",area_shape_single_ball_background_mixed,0.4308641975308642,0.9,118.82807922363281
10120,1,r2_c1,272,interference,190.0,"[450, 776, 466, 804]","[23, 92, 39, 120]","[68, 277, 118, 359]","[427, 684, 853, 1026]",area_shape_interference,0.42410714285714285,0.5714285714285714,122.12631225585938
10121,5,r2_c2,28,shadow_ball,178.0,"[1142, 712, 1157, 727]","[289, 28, 304, 43]","[866, 83, 910, 128]","[853, 684, 1280, 1026]",area_shape_shadow_ball,0.7911111111111111,1.0,118.52246856689453
10122,3,r1_c1,340,single_ball_background_mixed,315.0,"[604, 580, 621, 610]","[177, 238, 194, 268]","[531, 713, 583, 804]","[427, 342, 853, 684]",area_shape_single_ball_background_mixed,0.6176470588235294,0.5666666666666667,107.51746368408203
10123,7,r0_c0,74,interference,126.0,"[0, 35, 8, 58]","[0, 35, 8, 58]","[0, 105, 23, 175]","[0, 0, 427, 342]",area_shape_interference,0.6847826086956522,0.34782608695652173,108.28571319580078
10124,5,r2_c1,194,single_ball_background_mixed,374.0,"[711, 794, 735, 822]","[284, 110, 308, 138]","[852, 330, 925, 413]","[427, 684, 853, 1026]",area_shape_single_ball_background_mixed,0.5565476190476191,0.8571428571428571,133.8769989013672
10125,5,r1_c1,320,double_ball_cluster,386.0,"[766, 393, 792, 419]","[339, 51, 365, 77]","[1018, 152, 1096, 231]","[427, 342, 853, 684]",area_shape_double_ball_cluster,0.5710059171597633,1.0,129.2512969970703
10126,1,r2_c0,338,shadow_double_ball_cluster,274.0,"[85, 684, 111, 701]","[85, 0, 111, 17]","[256, 0, 332, 52]","[0, 684, 427, 1026]",area_shape_shadow_double_ball_cluster,0.6199095022624435,0.6538461538461539,120.93795776367188
10127,5,r1_c2,146,single_ball_background_mixed,402.0,"[933, 479, 949, 510]","[80, 137, 96, 168]","[239, 410, 289, 503]","[853, 342, 1280, 684]",area_shape_single_ball_background_mixed,0.8104838709677419,0.5161290322580645,127.14925384521484
10128,7,r1_c1,22,real_ball,178.0,"[541, 429, 556, 444]","[114, 87, 129, 102]","[344, 260, 388, 307]","[427, 342, 853, 684]",area_shape_real_ball,0.7911111111111111,1.0,129.80337524414062
10129,5,r1_c0,267,single_ball_background_mixed,388.0,"[23, 564, 53, 581]","[23, 222, 53, 239]","[68, 666, 160, 718]","[0, 342, 427, 684]",area_shape_single_ball_background_mixed,0.7607843137254902,0.5666666666666667,121.58247375488281
10130,4,r1_c2,246,double_ball_cluster,396.0,"[886, 579, 911, 607]","[33, 237, 58, 265]","[99, 712, 174, 796]","[853, 342, 1280, 684]",area_shape_double_ball_cluster,0.5657142857142857,0.8928571428571429,126.0176773071289
10131,4,r2_c1,163,shadow_ball,167.0,"[784, 781, 799, 796]","[357, 97, 372, 112]","[1074, 290, 1117, 337]","[427, 684, 853, 1026]",area_shape_shadow_ball,0.7422222222222222,1.0,121.60478973388672
10132,6,r1_c0,198,double_ball_cluster,355.0,"[97, 352, 112, 382]","[97, 10, 112, 40]","[291, 30, 335, 119]","[0, 342, 427, 684]",area_shape_double_ball_cluster,0.7888888888888889,0.5,133.3943634033203
10133,5,r2_c0,62,real_ball,178.0,"[217, 787, 232, 802]","[217, 103, 232, 118]","[649, 308, 694, 355]","[0, 684, 427, 1026]",area_shape_real_ball,0.7911111111111111,1.0,134.36517333984375
10134,2,r1_c2,131,shadow_ball,179.0,"[959, 486, 974, 502]","[106, 144, 121, 160]","[318, 432, 363, 479]","[853, 342, 1280, 684]",area_shape_shadow_ball,0.7458333333333333,0.9375,112.65921783447266
10135,5,r0_c1,291,shadow_double_ball_cluster,416.0,"[528, 237, 544, 275]","[101, 237, 117, 275]","[304, 712, 353, 824]","[427, 0, 853, 342]",area_shape_shadow_double_ball_cluster,0.6842105263157895,0.42105263157894735,120.33173370361328
10136,2,r0_c1,11,interference,195.0,"[769, 91, 784, 121]","[342, 91, 357, 121]","[1028, 272, 1073, 363]","[427, 0, 853, 342]",area_shape_interference,0.43333333333333335,0.5,118.9128189086914
10137,1,r2_c1,241,shadow_ball,123.0,"[442, 936, 455, 948]","[15, 252, 28, 264]","[45, 755, 83, 791]","[427, 684, 853, 1026]",area_shape_shadow_ball,0.7884615384615384,0.9230769230769231,115.72357940673828
10138,3,r0_c0,91,real_ball,177.0,"[10, 40, 25, 55]","[10, 40, 25, 55]","[30, 119, 76, 164]","[0, 0, 427, 342]",area_shape_real_ball,0.7866666666666666,1.0,128.598876953125
10139,2,r1_c2,347,single_ball_background_mixed,317.0,"[1168, 515, 1189, 539]","[315, 173, 336, 197]","[945, 519, 1007, 590]","[853, 342, 1280, 684]",area_shape_single_ball_background_mixed,0.628968253968254,0.875,108.80757141113281
10140,2,r2_c1,290,interference,198.0,"[845, 805, 853, 835]","[418, 121, 426, 151]","[1255, 362, 1280, 453]","[427, 684, 853, 1026]",area_shape_interference,0.825,0.26666666666666666,126.89393615722656
10141,5,r1_c1,49,real_ball,178.0,"[599, 515, 614, 530]","[172, 173, 187, 188]","[517, 518, 562, 563]","[427, 342, 853, 684]",area_shape_real_ball,0.7911111111111111,1.0,131.6516876220703
10142,1,r1_c1,58,real_ball,180.0,"[740, 507, 754, 522]","[313, 165, 327, 180]","[939, 496, 983, 541]","[427, 342, 853, 684]",area_shape_real_ball,0.8571428571428571,0.9333333333333333,140.477783203125
10143,4,r2_c1,55,real_ball,185.0,"[703, 806, 718, 821]","[276, 122, 291, 137]","[830, 365, 875, 412]","[427, 684, 853, 1026]",area_shape_real_ball,0.8222222222222222,1.0,132.3189239501953
10144,3,r2_c2,136,real_ball,126.0,"[1176, 684, 1188, 696]","[323, 0, 335, 12]","[968, 0, 1005, 35]","[853, 684, 1280, 1026]",area_shape_real_ball,0.875,1.0,128.38095092773438
10145,3,r0_c1,74,shadow_ball,178.0,"[479, 182, 494, 197]","[52, 182, 67, 197]","[155, 545, 200, 590]","[427, 0, 853, 342]",area_shape_shadow_ball,0.7911111111111111,1.0,120.4494400024414
10146,1,r2_c1,248,double_ball_cluster,357.0,"[641, 1001, 670, 1019]","[214, 317, 243, 335]","[642, 950, 729, 1006]","[427, 684, 853, 1026]",area_shape_double_ball_cluster,0.6839080459770115,0.6206896551724138,140.6526641845703
10147,3,r2_c0,34,shadow_ball,178.0,"[107, 709, 122, 724]","[107, 25, 122, 40]","[321, 74, 366, 119]","[0, 684, 427, 1026]",area_shape_shadow_ball,0.7911111111111111,1.0,120.51123809814453
10148,3,r0_c1,373,double_ball_cluster,339.0,"[465, 124, 483, 153]","[38, 124, 56, 153]","[115, 373, 169, 460]","[427, 0, 853, 342]",area_shape_double_ball_cluster,0.6494252873563219,0.6206896551724138,124.93804931640625
10149,1,r1_c2,210,real_ball,174.0,"[1044, 647, 1059, 662]","[191, 305, 206, 320]","[574, 915, 618, 959]","[853, 342, 1280, 684]",area_shape_real_ball,0.7733333333333333,1.0,134.75286865234375
10150,6,r0_c0,132,shadow_ball,178.0,"[405, 286, 420, 301]","[405, 286, 420, 301]","[1214, 857, 1260, 902]","[0, 0, 427, 342]",area_shape_shadow_ball,0.7911111111111111,1.0,114.494384765625
10151,4,r0_c0,123,real_ball,177.0,"[299, 6, 314, 21]","[299, 6, 314, 21]","[897, 18, 942, 64]","[0, 0, 427, 342]",area_shape_real_ball,0.7866666666666666,1.0,126.92090606689453
10152,2,r0_c0,352,interference,173.0,"[264, 78, 278, 108]","[264, 78, 278, 108]","[791, 234, 832, 323]","[0, 0, 427, 342]",area_shape_interference,0.4119047619047619,0.4666666666666667,101.57225799560547
10153,1,r1_c2,340,single_ball_background_mixed,321.0,"[1234, 509, 1259, 530]","[381, 167, 406, 188]","[1141, 500, 1217, 564]","[853, 342, 1280, 684]",area_shape_single_ball_background_mixed,0.6114285714285714,0.84,131.07476806640625
10154,5,r0_c0,209,shadow_double_ball_cluster,394.0,"[180, 45, 199, 75]","[180, 45, 199, 75]","[539, 133, 596, 224]","[0, 0, 427, 342]",area_shape_shadow_double_ball_cluster,0.6912280701754386,0.6333333333333333,121.85533142089844
10155,5,r0_c1,139,shadow_double_ball_cluster,359.0,"[643, 144, 660, 172]","[216, 144, 233, 172]","[650, 432, 699, 515]","[427, 0, 853, 342]",area_shape_shadow_double_ball_cluster,0.7542016806722689,0.6071428571428571,121.85515594482422
10156,8,r1_c1,131,double_ball_cluster,292.0,"[696, 474, 712, 502]","[269, 132, 285, 160]","[807, 395, 857, 481]","[427, 342, 853, 684]",area_shape_double_ball_cluster,0.6517857142857143,0.5714285714285714,134.0616455078125
10157,1,r1_c1,401,shadow_double_ball_cluster,354.0,"[658, 459, 674, 488]","[231, 117, 247, 146]","[695, 351, 742, 438]","[427, 342, 853, 684]",area_shape_shadow_double_ball_cluster,0.7629310344827587,0.5517241379310345,119.76553344726562
10158,3,r0_c0,373,shadow_double_ball_cluster,352.0,"[26, 126, 40, 156]","[26, 126, 40, 156]","[78, 377, 120, 469]","[0, 0, 427, 342]",area_shape_shadow_double_ball_cluster,0.8380952380952381,0.4666666666666667,119.86363983154297
10159,5,r1_c0,289,interference,167.0,"[0, 358, 9, 384]","[0, 16, 9, 42]","[0, 47, 27, 127]","[0, 342, 427, 684]",area_shape_interference,0.7136752136752137,0.34615384615384615,98.94011688232422
10160,8,r2_c0,66,interference,157.0,"[417, 746, 427, 773]","[417, 62, 427, 89]","[1251, 187, 1280, 267]","[0, 684, 427, 1026]",area_shape_interference,0.5814814814814815,0.37037037037037035,151.9044647216797
10161,3,r2_c0,263,shadow_double_ball_cluster,327.0,"[123, 847, 140, 872]","[123, 163, 140, 188]","[369, 490, 420, 565]","[0, 684, 427, 1026]",area_shape_shadow_double_ball_cluster,0.7694117647058824,0.68,116.81957244873047
10162,3,r1_c2,416,shadow_double_ball_cluster,358.0,"[1131, 548, 1149, 577]","[278, 206, 296, 235]","[834, 617, 886, 706]","[853, 342, 1280, 684]",area_shape_shadow_double_ball_cluster,0.685823754789272,0.6206896551724138,119.62570190429688
10163,5,r0_c1,254,single_ball_background_mixed,370.0,"[681, 129, 703, 181]","[254, 129, 276, 181]","[764, 387, 830, 544]","[427, 0, 853, 342]",area_shape_single_ball_background_mixed,0.32342657342657344,0.4230769230769231,127.80540466308594
10164,8,r2_c1,134,interference,50.0,"[627, 889, 635, 896]","[200, 205, 208, 212]","[601, 614, 625, 636]","[427, 684, 853, 1026]",area_shape_interference,0.8928571428571429,0.875,157.89999389648438
10165,1,r0_c0,283,shadow_double_ball_cluster,415.0,"[348, 93, 367, 124]","[348, 93, 367, 124]","[1042, 279, 1101, 371]","[0, 0, 427, 342]",area_shape_shadow_double_ball_cluster,0.7045840407470289,0.6129032258064516,122.51566314697266
10166,4,r1_c0,54,real_ball,188.0,"[292, 415, 307, 430]","[292, 73, 307, 88]","[874, 218, 920, 265]","[0, 342, 427, 684]",area_shape_real_ball,0.8355555555555556,1.0,136.23936462402344
10167,8,r1_c0,59,interference,76.0,"[265, 558, 275, 567]","[265, 216, 275, 225]","[793, 647, 823, 676]","[0, 342, 427, 684]",area_shape_interference,0.8444444444444444,0.9,149.51315307617188
10168,4,r1_c1,249,single_ball_background_mixed,326.0,"[670, 623, 694, 646]","[243, 281, 267, 304]","[729, 844, 801, 913]","[427, 342, 853, 684]",area_shape_single_ball_background_mixed,0.5905797101449275,0.9583333333333334,130.93251037597656
10169,6,r2_c2,47,single_ball_background_mixed,304.0,"[1238, 980, 1260, 1006]","[385, 296, 407, 322]","[1153, 887, 1221, 966]","[853, 684, 1280, 1026]",area_shape_single_ball_background_mixed,0.5314685314685315,0.8461538461538461,138.2269744873047
10170,2,r1_c2,66,shadow_ball,178.0,"[976, 578, 991, 593]","[123, 236, 138, 251]","[370, 707, 414, 753]","[853, 342, 1280, 684]",area_shape_shadow_ball,0.7911111111111111,1.0,108.08988952636719
10171,8,r1_c1,73,single_ball_background_mixed,403.0,"[572, 622, 602, 645]","[145, 280, 175, 303]","[435, 839, 525, 908]","[427, 342, 853, 684]",area_shape_single_ball_background_mixed,0.5840579710144927,0.7666666666666667,139.7469024658203
10172,6,r1_c2,191,interference,77.0,"[939, 593, 948, 603]","[86, 251, 95, 261]","[257, 752, 286, 783]","[853, 342, 1280, 684]",area_shape_interference,0.8555555555555555,0.9,130.81817626953125
10173,1,r2_c0,139,double_ball_cluster,357.0,"[196, 721, 219, 742]","[196, 37, 219, 58]","[589, 112, 657, 175]","[0, 684, 427, 1026]",area_shape_double_ball_cluster,0.7391304347826086,0.9130434782608695,136.11485290527344
10174,4,r1_c2,286,shadow_double_ball_cluster,359.0,"[929, 382, 957, 400]","[76, 40, 104, 58]","[227, 120, 313, 175]","[853, 342, 1280, 684]",area_shape_shadow_double_ball_cluster,0.7123015873015873,0.6428571428571429,118.52645874023438
10175,6,r2_c2,115,real_ball,154.0,"[1055, 832, 1069, 846]","[202, 148, 216, 162]","[605, 443, 648, 485]","[853, 684, 1280, 1026]",area_shape_real_ball,0.7857142857142857,1.0,132.3441619873047
10176,2,r1_c1,154,shadow_ball,168.0,"[668, 585, 682, 600]","[241, 243, 255, 258]","[725, 728, 767, 773]","[427, 342, 853, 684]",area_shape_shadow_ball,0.8,0.9333333333333333,112.30357360839844
10177,2,r2_c2,324,shadow_double_ball_cluster,375.0,"[922, 840, 952, 856]","[69, 156, 99, 172]","[207, 468, 296, 516]","[853, 684, 1280, 1026]",area_shape_shadow_double_ball_cluster,0.78125,0.5333333333333333,111.08000183105469
10178,1,r0_c0,116,real_ball,177.0,"[384, 123, 399, 138]","[384, 123, 399, 138]","[1152, 368, 1197, 415]","[0, 0, 427, 342]",area_shape_real_ball,0.7866666666666666,1.0,127.0
10179,6,r1_c1,205,double_ball_cluster,411.0,"[780, 369, 805, 397]","[353, 27, 378, 55]","[1061, 82, 1136, 164]","[427, 342, 853, 684]",area_shape_double_ball_cluster,0.5871428571428572,0.8928571428571429,138.38198852539062
10180,4,r2_c2,12,real_ball,178.0,"[966, 800, 981, 815]","[113, 116, 128, 131]","[338, 347, 384, 394]","[853, 684, 1280, 1026]",area_shape_real_ball,0.7911111111111111,1.0,128.2415771484375
10181,1,r2_c1,128,real_ball,177.0,"[789, 749, 804, 764]","[362, 65, 377, 80]","[1087, 194, 1132, 240]","[427, 684, 853, 1026]",area_shape_real_ball,0.7866666666666666,1.0,131.1468963623047
10182,2,r0_c2,392,shadow_double_ball_cluster,345.0,"[1181, 103, 1198, 132]","[328, 103, 345, 132]","[983, 310, 1034, 396]","[853, 0, 1280, 342]",area_shape_shadow_double_ball_cluster,0.6997971602434077,0.5862068965517241,109.3159408569336
10183,1,r2_c2,194,single_ball_background_mixed,303.0,"[1238, 980, 1260, 1006]","[385, 296, 407, 322]","[1153, 887, 1221, 966]","[853, 684, 1280, 1026]",area_shape_single_ball_background_mixed,0.5297202797202797,0.8461538461538461,138.5841522216797
10184,4,r1_c1,69,shadow_ball,178.0,"[433, 429, 448, 444]","[6, 87, 21, 102]","[19, 261, 65, 308]","[427, 342, 853, 684]",area_shape_shadow_ball,0.7911111111111111,1.0,119.05618286132812
10185,6,r0_c0,167,shadow_double_ball_cluster,452.0,"[109, 80, 134, 103]","[109, 80, 134, 103]","[328, 239, 403, 309]","[0, 0, 427, 342]",area_shape_shadow_double_ball_cluster,0.7860869565217391,0.92,115.37610626220703
10186,1,r2_c1,187,interference,127.0,"[608, 1001, 624, 1019]","[181, 317, 197, 335]","[545, 950, 592, 1006]","[427, 684, 853, 1026]",area_shape_interference,0.4409722222222222,0.8888888888888888,185.50393676757812
10187,2,r0_c2,418,shadow_double_ball_cluster,346.0,"[1229, 178, 1257, 200]","[376, 178, 404, 200]","[1128, 533, 1212, 601]","[853, 0, 1280, 342]",area_shape_shadow_double_ball_cluster,0.5616883116883117,0.7857142857142857,116.4913330078125
10188,1,r1_c2,234,real_ball,178.0,"[978, 543, 993, 558]","[125, 201, 140, 216]","[376, 602, 420, 647]","[853, 342, 1280, 684]",area_shape_real_ball,0.7911111111111111,1.0,134.43258666992188
10189,1,r1_c2,334,shadow_double_ball_cluster,286.0,"[1001, 639, 1021, 662]","[148, 297, 168, 320]","[444, 891, 503, 961]","[853, 342, 1280, 684]",area_shape_shadow_double_ball_cluster,0.6217391304347826,0.8695652173913043,114.97901916503906
10190,3,r0_c2,19,shadow_ball,182.0,"[1002, 132, 1017, 147]","[149, 132, 164, 147]","[445, 397, 492, 442]","[853, 0, 1280, 342]",area_shape_shadow_ball,0.8088888888888889,1.0,121.70879364013672
10191,8,r0_c0,186,interference,21.0,"[230, 57, 237, 61]","[230, 57, 237, 61]","[690, 171, 709, 182]","[0, 0, 427, 342]",area_shape_interference,0.75,0.5714285714285714,142.0
10192,6,r0_c1,12,real_ball,198.0,"[778, 102, 793, 119]","[351, 102, 366, 119]","[1054, 305, 1100, 356]","[427, 0, 853, 342]",area_shape_real_ball,0.7764705882352941,0.8823529411764706,141.1565704345703
10193,2,r0_c1,205,shadow_ball,178.0,"[446, 27, 461, 42]","[19, 27, 34, 42]","[57, 81, 102, 128]","[427, 0, 853, 342]",area_shape_shadow_ball,0.7911111111111111,1.0,108.18539428710938
10194,2,r1_c1,31,shadow_ball,177.0,"[544, 505, 559, 520]","[117, 163, 132, 178]","[352, 488, 397, 535]","[427, 342, 853, 684]",area_shape_shadow_ball,0.7866666666666666,1.0,119.62146759033203
10195,6,r0_c0,223,double_ball_cluster,275.0,"[259, 217, 278, 239]","[259, 217, 278, 239]","[777, 650, 834, 716]","[0, 0, 427, 342]",area_shape_double_ball_cluster,0.6578947368421053,0.8636363636363636,133.4727325439453
10196,2,r2_c0,97,shadow_ball,178.0,"[349, 694, 363, 709]","[349, 10, 363, 25]","[1045, 31, 1089, 76]","[0, 684, 427, 1026]",area_shape_shadow_ball,0.8476190476190476,0.9333333333333333,119.87078857421875
10197,4,r2_c2,220,interference,61.0,"[1134, 842, 1143, 851]","[281, 158, 290, 167]","[843, 474, 870, 501]","[853, 684, 1280, 1026]",area_shape_interference,0.7530864197530864,1.0,93.47541046142578
10198,1,r1_c1,320,real_ball,179.0,"[746, 573, 761, 589]","[319, 231, 334, 247]","[959, 694, 1004, 740]","[427, 342, 853, 684]",area_shape_real_ball,0.7458333333333333,0.9375,132.91061401367188
10199,1,r2_c2,72,shadow_ball,178.0,"[1156, 876, 1171, 891]","[303, 192, 318, 207]","[909, 577, 953, 622]","[853, 684, 1280, 1026]",area_shape_shadow_ball,0.7911111111111111,1.0,121.24156951904297
10200,3,r1_c2,347,shadow_double_ball_cluster,305.0,"[937, 435, 956, 457]","[84, 93, 103, 115]","[252, 279, 310, 344]","[853, 342, 1280, 684]",area_shape_shadow_double_ball_cluster,0.7296650717703349,0.8636363636363636,106.10491943359375
10201,1,r2_c2,243,shadow_ball,177.0,"[1218, 763, 1233, 778]","[365, 79, 380, 94]","[1094, 236, 1140, 281]","[853, 684, 1280, 1026]",area_shape_shadow_ball,0.7866666666666666,1.0,116.41242980957031
10202,3,r2_c0,278,shadow_double_ball_cluster,386.0,"[401, 761, 420, 792]","[401, 77, 420, 108]","[1202, 232, 1260, 324]","[0, 684, 427, 1026]",area_shape_shadow_double_ball_cluster,0.6553480475382003,0.6129032258064516,122.44041442871094
10203,4,r0_c2,82,shadow_ball,179.0,"[1246, 199, 1260, 215]","[393, 199, 407, 215]","[1178, 597, 1221, 645]","[853, 0, 1280, 342]",area_shape_shadow_ball,0.7991071428571429,0.875,118.24022674560547
10204,8,r0_c1,172,interference,76.0,"[748, 119, 759, 128]","[321, 119, 332, 128]","[964, 357, 999, 384]","[427, 0, 853, 342]",area_shape_interference,0.7676767676767676,0.8181818181818182,141.15789794921875
10205,2,r2_c2,298,shadow_double_ball_cluster,358.0,"[998, 794, 1028, 809]","[145, 110, 175, 125]","[436, 329, 524, 376]","[853, 684, 1280, 1026]",area_shape_shadow_double_ball_cluster,0.7955555555555556,0.5,107.51116943359375
10206,3,r0_c0,321,shadow_double_ball_cluster,392.0,"[201, 202, 217, 232]","[201, 202, 217, 232]","[603, 607, 650, 697]","[0, 0, 427, 342]",area_shape_shadow_double_ball_cluster,0.8166666666666667,0.5333333333333333,121.36479949951172
10207,4,r0_c0,235,interference,214.0,"[0, 267, 10, 297]","[0, 267, 10, 297]","[0, 802, 29, 891]","[0, 0, 427, 342]",area_shape_interference,0.7133333333333334,0.3333333333333333,108.21028137207031
10208,3,r1_c2,100,shadow_ball,178.0,"[1027, 452, 1042, 467]","[174, 110, 189, 125]","[523, 329, 566, 376]","[853, 342, 1280, 684]",area_shape_shadow_ball,0.7911111111111111,1.0,116.0505599975586
10209,3,r2_c1,96,real_ball,178.0,"[652, 861, 667, 876]","[225, 177, 240, 192]","[676, 530, 720, 575]","[427, 684, 853, 1026]",area_shape_real_ball,0.7911111111111111,1.0,131.98876953125
10210,2,r1_c1,416,single_ball_background_mixed,310.0,"[772, 652, 794, 678]","[345, 310, 367, 336]","[1036, 930, 1103, 1007]","[427, 342, 853, 684]",area_shape_single_ball_background_mixed,0.541958041958042,0.8461538461538461,106.29354858398438
10211,1,r0_c0,251,real_ball,160.0,"[225, 140, 239, 155]","[225, 140, 239, 155]","[674, 419, 715, 464]","[0, 0, 427, 342]",area_shape_real_ball,0.7619047619047619,0.9333333333333333,140.16250610351562
10212,4,r2_c2,221,shadow_double_ball_cluster,354.0,"[886, 828, 916, 843]","[33, 144, 63, 159]","[99, 432, 189, 478]","[853, 684, 1280, 1026]",area_shape_shadow_double_ball_cluster,0.7866666666666666,0.5,120.18643951416016
10213,7,r2_c2,38,interference,34.0,"[1232, 914, 1239, 920]","[379, 230, 386, 236]","[1135, 691, 1156, 708]","[853, 684, 1280, 1026]",area_shape_interference,0.8095238095238095,0.8571428571428571,59.0
10214,5,r1_c1,216,interference,57.0,"[669, 428, 679, 436]","[242, 86, 252, 94]","[727, 258, 757, 281]","[427, 342, 853, 684]",area_shape_interference,0.7125,0.8,124.3859634399414
10215,4,r1_c2,243,double_ball_cluster,357.0,"[1095, 356, 1109, 390]","[242, 14, 256, 48]","[725, 41, 768, 144]","[853, 342, 1280, 684]",area_shape_double_ball_cluster,0.75,0.4117647058823529,138.579833984375
10216,1,r1_c2,299,double_ball_cluster,358.0,"[1086, 461, 1116, 479]","[233, 119, 263, 137]","[699, 357, 787, 412]","[853, 342, 1280, 684]",area_shape_double_ball_cluster,0.662962962962963,0.6,131.02793884277344
10217,3,r1_c1,258,double_ball_cluster,388.0,"[776, 622, 794, 653]","[349, 280, 367, 311]","[1041, 839, 1104, 932]","[427, 342, 853, 684]",area_shape_double_ball_cluster,0.6953405017921147,0.5806451612903226,124.45103454589844
10218,4,r1_c2,297,shadow_double_ball_cluster,365.0,"[1232, 404, 1248, 434]","[379, 62, 395, 92]","[1136, 186, 1184, 275]","[853, 342, 1280, 684]",area_shape_shadow_double_ball_cluster,0.7604166666666666,0.5333333333333333,118.20274353027344
10219,8,r0_c1,74,double_ball_cluster,430.0,"[431, 282, 462, 302]","[4, 282, 35, 302]","[12, 846, 105, 905]","[427, 0, 853, 342]",area_shape_double_ball_cluster,0.6935483870967742,0.6451612903225806,136.53256225585938
10220,4,r2_c2,219,double_ball_cluster,358.0,"[1212, 772, 1230, 801]","[359, 88, 377, 117]","[1076, 263, 1129, 352]","[853, 684, 1280, 1026]",area_shape_double_ball_cluster,0.685823754789272,0.6206896551724138,130.8798828125
10221,1,r0_c1,239,double_ball_cluster,358.0,"[427, 12, 455, 29]","[0, 12, 28, 29]","[0, 37, 85, 88]","[427, 0, 853, 342]",area_shape_double_ball_cluster,0.7521008403361344,0.6071428571428571,132.094970703125
10222,5,r0_c1,171,shadow_double_ball_cluster,355.0,"[542, 60, 571, 76]","[115, 60, 144, 76]","[345, 180, 434, 229]","[427, 0, 853, 342]",area_shape_shadow_double_ball_cluster,0.7650862068965517,0.5517241379310345,114.9690170288086
10223,2,r2_c1,358,shadow_double_ball_cluster,351.0,"[449, 908, 468, 937]","[22, 224, 41, 253]","[65, 672, 122, 759]","[427, 684, 853, 1026]",area_shape_shadow_double_ball_cluster,0.6370235934664247,0.6551724137931034,109.66666412353516
10224,6,r1_c0,3,shadow_double_ball_cluster,403.0,"[210, 485, 233, 507]","[210, 143, 233, 165]","[629, 428, 699, 495]","[0, 342, 427, 684]",area_shape_shadow_double_ball_cluster,0.7964426877470355,0.9565217391304348,120.04962921142578
10225,2,r2_c2,225,interference,65.0,"[990, 794, 999, 803]","[137, 110, 146, 119]","[410, 330, 437, 358]","[853, 684, 1280, 1026]",area_shape_interference,0.8024691358024691,1.0,91.06153869628906
10226,2,r2_c2,246,double_ball_cluster,291.0,"[1034, 871, 1055, 889]","[181, 187, 202, 205]","[542, 560, 607, 615]","[853, 684, 1280, 1026]",area_shape_double_ball_cluster,0.7698412698412699,0.8571428571428571,127.11683654785156
10227,4,r2_c0,251,single_ball_background_mixed,380.0,"[145, 755, 162, 786]","[145, 71, 162, 102]","[434, 212, 485, 307]","[0, 684, 427, 1026]",area_shape_single_ball_background_mixed,0.7210626185958254,0.5483870967741935,121.07368469238281
10228,1,r0_c0,231,real_ball,193.0,"[172, 102, 189, 118]","[172, 102, 189, 118]","[517, 307, 567, 354]","[0, 0, 427, 342]",area_shape_real_ball,0.7095588235294118,0.9411764705882353,131.1554412841797
10229,2,r2_c0,325,shadow_double_ball_cluster,360.0,"[121, 878, 136, 909]","[121, 194, 136, 225]","[362, 581, 409, 676]","[0, 684, 427, 1026]",area_shape_shadow_double_ball_cluster,0.7741935483870968,0.4838709677419355,109.76944732666016
10230,2,r0_c2,79,shadow_ball,178.0,"[1212, 70, 1227, 85]","[359, 70, 374, 85]","[1077, 209, 1122, 254]","[853, 0, 1280, 342]",area_shape_shadow_ball,0.7911111111111111,1.0,113.62359619140625
10231,2,r1_c1,403,shadow_double_ball_cluster,360.0,"[558, 366, 573, 395]","[131, 24, 146, 53]","[393, 71, 439, 160]","[427, 342, 853, 684]",area_shape_shadow_double_ball_cluster,0.8275862068965517,0.5172413793103449,114.29444122314453
10232,8,r1_c0,25,single_ball_background_mixed,463.0,"[68, 442, 99, 467]","[68, 100, 99, 125]","[204, 300, 296, 374]","[0, 342, 427, 684]",area_shape_single_ball_background_mixed,0.5974193548387097,0.8064516129032258,137.41900634765625
10233,1,r0_c1,24,real_ball,177.0,"[767, 16, 782, 31]","[340, 16, 355, 31]","[1023, 48, 1067, 93]","[427, 0, 853, 342]",area_shape_real_ball,0.7866666666666666,1.0,132.76271057128906
10234,3,r0_c1,235,shadow_ball,178.0,"[454, 23, 469, 38]","[27, 23, 42, 38]","[80, 69, 126, 114]","[427, 0, 853, 342]",area_shape_shadow_ball,0.7911111111111111,1.0,120.5505599975586
10235,3,r1_c1,274,double_ball_cluster,358.0,"[822, 611, 846, 637]","[395, 269, 419, 295]","[1187, 806, 1258, 886]","[427, 342, 853, 684]",area_shape_double_ball_cluster,0.5737179487179487,0.9230769230769231,127.81564331054688
10236,3,r1_c2,415,double_ball_cluster,386.0,"[1206, 429, 1226, 459]","[353, 87, 373, 117]","[1057, 261, 1119, 352]","[853, 342, 1280, 684]",area_shape_double_ball_cluster,0.6433333333333333,0.6666666666666666,131.6865234375
