candidate_id,tile_id,mask_index,label,note,selection_rule,bbox_xyxy,local_bbox_xyxy,tile_box_xyxy,area,sam_score
178,r5_c4,38,interference,,double_ball_cluster_candidate_sampling,"[868,917,881,925]","[15,62,28,70]","[853,855,1067,1026]",78,0.9603813886642456
179,r3_c0,101,interference,,double_ball_cluster_candidate_sampling,"[169,570,181,581]","[169,57,181,68]","[0,513,213,684]",88,0.963710367679596
180,r5_c0,60,interference,,double_ball_cluster_candidate_sampling,"[143,948,155,959]","[143,93,155,104]","[0,855,213,1026]",88,0.959205150604248
181,r2_c0,273,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[49,499,63,510]","[49,157,63,168]","[0,342,213,513]",90,0.926189661026001
182,r0_c4,309,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1048,36,1056,51]","[195,36,203,51]","[853,0,1067,171]",86,0.9272959232330322
183,r1_c5,343,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1185,236,1199,247]","[118,65,132,76]","[1067,171,1280,342]",94,0.9008661508560181
184,r3_c1,322,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[312,523,322,539]","[99,10,109,26]","[213,513,427,684]",102,0.9225777387619019
185,r2_c0,90,interference,,double_ball_cluster_candidate_sampling,"[144,495,155,510]","[144,153,155,168]","[0,342,213,513]",91,0.9610596895217896
186,r0_c3,333,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[746,147,755,162]","[106,147,115,162]","[640,0,853,171]",97,0.9123432636260986
187,r0_c5,302,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1181,93,1189,107]","[114,93,122,107]","[1067,0,1280,171]",85,0.9285900592803955
188,r1_c3,74,interference,,double_ball_cluster_candidate_sampling,"[805,320,815,332]","[165,149,175,161]","[640,171,853,342]",89,0.9595443606376648
189,r4_c2,123,interference,,double_ball_cluster_candidate_sampling,"[601,774,614,784]","[174,90,187,100]","[427,684,640,855]",82,0.9520178437232971
190,r1_c5,71,interference,,double_ball_cluster_candidate_sampling,"[1137,247,1147,259]","[70,76,80,88]","[1067,171,1280,342]",86,0.9662826657295227
191,r3_c0,197,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[158,627,170,637]","[158,114,170,124]","[0,513,213,684]",86,0.9519107341766357
192,r3_c5,246,interference,,double_ball_cluster_candidate_sampling,"[1226,636,1238,646]","[159,123,171,133]","[1067,513,1280,684]",86,0.9148131012916565
193,r5_c2,139,interference,,double_ball_cluster_candidate_sampling,"[515,901,526,915]","[88,46,99,60]","[427,855,640,1026]",95,0.9260450005531311
194,r5_c4,31,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[991,899,999,913]","[138,44,146,58]","[853,855,1067,1026]",93,0.9670008420944214
195,r1_c2,230,interference,,double_ball_cluster_candidate_sampling,"[511,226,524,237]","[84,55,97,66]","[427,171,640,342]",92,0.9155929088592529
196,r3_c5,202,shadow_double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1110,547,1118,560]","[43,34,51,47]","[1067,513,1280,684]",77,0.934634804725647
197,r4_c3,290,interference,,double_ball_cluster_candidate_sampling,"[752,702,765,710]","[112,18,125,26]","[640,684,853,855]",77,0.9056986570358276
198,r3_c4,235,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[855,573,864,586]","[2,60,11,73]","[853,513,1067,684]",84,0.9327582120895386
199,r2_c2,100,interference,,double_ball_cluster_candidate_sampling,"[490,501,501,513]","[63,159,74,171]","[427,342,640,513]",87,0.9575238227844238
200,r0_c5,284,interference,,double_ball_cluster_candidate_sampling,"[1217,97,1226,110]","[150,97,159,110]","[1067,0,1280,171]",77,0.9332309365272522
201,r1_c3,155,interference,,double_ball_cluster_candidate_sampling,"[724,225,737,234]","[84,54,97,63]","[640,171,853,342]",77,0.935340166091919
202,r4_c3,296,shadow_double_ball_cluster,,double_ball_cluster_candidate_sampling,"[717,750,728,764]","[77,66,88,80]","[640,684,853,855]",92,0.9029641151428223
203,r3_c5,277,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1172,574,1180,590]","[105,61,113,77]","[1067,513,1280,684]",88,0.8848599195480347
204,r3_c4,114,shadow_double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1032,634,1045,642]","[179,121,192,129]","[853,513,1067,684]",91,0.9575507640838623
205,r0_c1,203,interference,,double_ball_cluster_candidate_sampling,"[287,100,295,114]","[74,100,82,114]","[213,0,427,171]",75,0.9389449954032898
206,r2_c1,257,shadow_double_ball_cluster,,double_ball_cluster_candidate_sampling,"[279,488,290,501]","[66,146,77,159]","[213,342,427,513]",91,0.935104250907898
207,r5_c3,115,interference,,double_ball_cluster_candidate_sampling,"[787,908,799,917]","[147,53,159,62]","[640,855,853,1026]",87,0.9470212459564209
208,r0_c2,307,interference,,double_ball_cluster_candidate_sampling,"[486,109,495,122]","[59,109,68,122]","[427,0,640,171]",79,0.9181001782417297
209,r0_c1,199,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[248,99,259,112]","[35,99,46,112]","[213,0,427,171]",86,0.9399294853210449
210,r0_c1,170,interference,,double_ball_cluster_candidate_sampling,"[390,56,400,70]","[177,56,187,70]","[213,0,427,171]",97,0.9452151656150818
211,r3_c0,110,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[179,523,193,533]","[179,10,193,20]","[0,513,213,684]",97,0.9623031616210938
212,r0_c0,304,shadow_double_ball_cluster,,double_ball_cluster_candidate_sampling,"[94,154,104,167]","[94,154,104,167]","[0,0,213,171]",81,0.8891299962997437
213,r0_c5,219,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1214,39,1222,54]","[147,39,155,54]","[1067,0,1280,171]",92,0.9457656145095825
214,r2_c3,65,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[658,496,666,511]","[18,154,26,169]","[640,342,853,513]",92,0.9666764736175537
215,r1_c4,91,interference,,double_ball_cluster_candidate_sampling,"[881,311,892,323]","[28,140,39,152]","[853,171,1067,342]",89,0.959449291229248
216,r2_c5,147,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1199,425,1211,436]","[132,83,144,94]","[1067,342,1280,513]",89,0.9469339847564697
217,r2_c0,122,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[181,422,194,431]","[181,80,194,89]","[0,342,213,513]",81,0.9552781581878662
218,r3_c1,344,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[215,602,228,613]","[2,89,15,100]","[213,513,427,684]",85,0.9142053127288818
219,r4_c3,275,interference,,double_ball_cluster_candidate_sampling,"[740,826,753,837]","[100,142,113,153]","[640,684,853,855]",85,0.9193241000175476
220,r2_c5,4,interference,,double_ball_cluster_candidate_sampling,"[1121,476,1129,489]","[54,134,62,147]","[1067,342,1280,513]",73,0.9846860766410828
221,r5_c2,46,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[632,912,640,925]","[205,57,213,70]","[427,855,640,1026]",73,0.9680328369140625
222,r2_c3,15,interference,,double_ball_cluster_candidate_sampling,"[723,416,734,430]","[83,74,94,88]","[640,342,853,513]",96,0.9793158769607544
223,r0_c4,358,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1058,82,1066,97]","[205,82,213,97]","[853,0,1067,171]",84,0.9132031202316284
224,r0_c5,132,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1132,114,1141,128]","[65,114,74,128]","[1067,0,1280,171]",97,0.9592540264129639
225,r1_c2,200,interference,,double_ball_cluster_candidate_sampling,"[534,246,543,260]","[107,75,116,89]","[427,171,640,342]",97,0.9254075288772583
226,r2_c1,199,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[389,480,397,495]","[176,138,184,153]","[213,342,427,513]",91,0.9480979442596436
227,r3_c2,344,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[612,629,624,640]","[185,116,197,127]","[427,513,640,684]",86,0.922149658203125
228,r3_c3,305,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[785,569,797,578]","[145,56,157,65]","[640,513,853,684]",89,0.9068242907524109
229,r4_c2,207,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[487,819,497,831]","[60,135,70,147]","[427,684,640,855]",87,0.9334509372711182
230,r3_c1,353,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[417,565,426,578]","[204,52,213,65]","[213,513,427,684]",78,0.9095559120178223
231,r5_c3,99,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[747,905,756,917]","[107,50,116,62]","[640,855,853,1026]",88,0.9540591239929199
232,r2_c0,101,shadow_double_ball_cluster,,double_ball_cluster_candidate_sampling,"[76,438,87,451]","[76,96,87,109]","[0,342,213,513]",93,0.9590046405792236
233,r3_c0,311,shadow_double_ball_cluster,,double_ball_cluster_candidate_sampling,"[92,607,103,620]","[92,94,103,107]","[0,513,213,684]",93,0.9294413328170776
234,r0_c5,276,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1251,21,1261,36]","[184,21,194,36]","[1067,0,1280,171]",97,0.9348162412643433
235,r5_c3,122,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[686,924,694,937]","[46,69,54,82]","[640,855,853,1026]",75,0.944586992263794
236,r3_c1,293,shadow_double_ball_cluster,,double_ball_cluster_candidate_sampling,"[302,672,316,681]","[89,159,103,168]","[213,513,427,684]",95,0.9318622350692749
237,r1_c0,104,interference,,double_ball_cluster_candidate_sampling,"[89,244,98,256]","[89,73,98,85]","[0,171,213,342]",87,0.9543445706367493
238,r0_c2,187,interference,,double_ball_cluster_candidate_sampling,"[441,61,453,71]","[14,61,26,71]","[427,0,640,171]",90,0.9493759870529175
239,r3_c3,5,interference,,double_ball_cluster_candidate_sampling,"[815,674,827,684]","[175,161,187,171]","[640,513,853,684]",90,0.9816172122955322
240,r2_c3,161,interference,,double_ball_cluster_candidate_sampling,"[835,449,845,461]","[195,107,205,119]","[640,342,853,513]",84,0.9489343166351318
241,r0_c2,141,interference,,double_ball_cluster_candidate_sampling,"[563,51,578,59]","[136,51,151,59]","[427,0,640,171]",94,0.9584106206893921
242,r3_c5,103,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[1183,522,1191,537]","[116,9,124,24]","[1067,513,1280,684]",94,0.9570093154907227
243,r4_c1,108,interference,,double_ball_cluster_candidate_sampling,"[377,739,385,754]","[164,55,172,70]","[213,684,427,855]",94,0.9563361406326294
244,r3_c2,318,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[433,648,443,663]","[6,135,16,150]","[427,513,640,684]",99,0.9275275468826294
245,r1_c0,8,interference,,double_ball_cluster_candidate_sampling,"[180,201,192,210]","[180,30,192,39]","[0,171,213,342]",85,0.9822574257850647
246,r3_c3,53,interference,,double_ball_cluster_candidate_sampling,"[685,555,694,567]","[45,42,54,54]","[640,513,853,684]",85,0.9691272974014282
247,r3_c4,154,interference,,double_ball_cluster_candidate_sampling,"[884,675,896,684]","[31,162,43,171]","[853,513,1067,684]",85,0.9501382112503052
248,r4_c1,40,interference,,double_ball_cluster_candidate_sampling,"[248,715,257,727]","[35,31,44,43]","[213,684,427,855]",85,0.9683318138122559
249,r0_c0,282,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[137,52,145,68]","[137,52,145,68]","[0,0,213,171]",90,0.913132905960083
250,r0_c3,75,interference,,double_ball_cluster_candidate_sampling,"[800,110,812,121]","[160,110,172,121]","[640,0,853,171]",85,0.9663972854614258
251,r4_c2,205,double_ball_cluster,,double_ball_cluster_candidate_sampling,"[549,684,562,695]","[122,0,135,11]","[427,684,640,855]",90,0.9340153932571411
252,r3_c5,229,interference,,double_ball_cluster_candidate_sampling,"[1155,649,1165,663]","[88,136,98,150]","[1067,513,1280,684]",80,0.922889769077301
253,r0_c5,27,interference,,double_ball_cluster_candidate_sampling,"[1107,162,1119,171]","[40,162,52,171]","[1067,0,1280,171]",84,0.9758880138397217
254,r1_c1,182,interference,,double_ball_cluster_candidate_sampling,"[324,268,332,281]","[111,97,119,110]","[213,171,427,342]",77,0.9393914341926575
255,r5_c4,99,single_ball_background_mixed,,double_ball_cluster_candidate_sampling,"[983,891,995,900]","[130,36,142,45]","[853,855,1067,1026]",83,0.9283973574638367
256,r3_c4,196,interference,,double_ball_cluster_candidate_sampling,"[902,541,912,554]","[49,28,59,41]","[853,513,1067,684]",93,0.9411745667457581
257,r2_c1,274,interference,,double_ball_cluster_candidate_sampling,"[249,404,261,413]","[36,62,48,71]","[213,342,427,513]",82,0.9305257797241211
258,r4_c3,20,interference,,double_ball_cluster_candidate_sampling,"[794,733,806,742]","[154,49,166,58]","[640,684,853,855]",82,0.9772223234176636
259,r3_c3,34,interference,,double_ball_cluster_candidate_sampling,"[784,589,798,600]","[144,76,158,87]","[640,513,853,684]",97,0.9730527400970459
